case_id,customer_message,cluster_id
apple_2911755,@AppleSupport Hi. I’m trying to install macOS High Sierra but the progress bar has been stuck for over a day now. I’ve tried cancelling and reinstalling a couple of times but it always gets stuck somewhere through the process. What should I do? Please help me,3
apple_446452,@AppleSupport why didn't I get my monthly award for closing my rings each day?,2
apple_2062352,"Oh my god my phones hardly been used and I’m down to 50% battery before 10am, what the hell @AppleSupport",11
apple_2512268,.@AppleSupport updated to ios 11.1.1 now my Bluetooth speakers just a pair of expensive magnets!,4
apple_1997183,Dear @115858 please make it so that I’m able to type “I️” again instead of I️ cause this is some real bullshit.,10
apple_1909766,"@AppleSupport any reason why on iOS 11 my speaker phone, making calls etc. Stops completely working at times as well as freezes my iPhone 7?",4
apple_1634559,You guys why the fuck are my letter “eye’s” turning into this I️ I️,10
apple_967788,@AppleSupport my phone isn’t in silent mode but there’s no sound,9
apple_1814282,You don’t realize how much you appreciate a working phone charger until you have to find s special spot for your phone to charge @115858 #fix,9
apple_294930,"@AppleSupport Ever since i updated my iPhone 7 Plus to iOS 11 my speaker for phone calls won’t work, help!",4
apple_1107360,why is my service info in a different language but everything else is in english? that’s random @115858 https://t.co/fyUsRR9YVF,2
apple_2551401,Been having a ton of iCloud issues since updating to High Sierra. Hopefully this helps @115858 @AppleSupport https://t.co/aUFQn1go2H,3
apple_2147748,Anyone know what is up with the odd 🅰️❓ symbol that keeps appearing in posts on IOS devices? Guessing it's a rendering issue?,10
apple_1788515,"With the new IOS both in iMessage and Whatsapp, there are moments which I cannot scroll down to see the end of my chat @AppleSupport",7
apple_2773226,@115858 I switched mobile phone network last Thursday. My apple phone was locked. 5 days on still locked. Does this make me want to purchase another Apple product? No. Poor service.,8
apple_2048964,Updated to iso 11 now I can’t download any apps nice @115858 🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️,1
apple_2040108,So my phone has fallen victim of the I️,9
apple_155948,Seriously @115858 with the I️ issue... can you fix it already?! 🤦🏼‍♀️,5
apple_2282698,"someone wanna tell me why more than 1,900 fuckin pictures suddenly got deleted from my phone?? thanks @115858 xx",9
apple_2185203,@AppleSupport please make a feature that stop message app from displaying notification from muted message. I mean the badge app icon.,2
apple_1363198,Dear @115858 : pt 2 https://t.co/hypXvP4bwG,2
apple_1762856,I love when my fucking 10 month old iPhone 7+ breaks for no God damn reason 😍 @AppleSupport,7
apple_1914334,@AppleSupport @115858 #RIPiphone5S on its 3rd yr birthday of purchase (Home button and software just crashing today)#plannedobsolescence ?,8
apple_1736019,I️ hate Apple right now @AppleSupport I️ I️ I️ I️ I️ I️ ?!,8
apple_1895592,lol @115858 what you on with me? Is it cause I haven't downloaded the updates? https://t.co/gTZCn8u6zU,1
apple_831753,"@AppleSupport i have about 12,000 things in my camera roll but theyre not showing up and i know theyre on my phone bc of the storage https://t.co/BU2tvvF9Zj",9
apple_2019118,literally all of my apple products have broken this week. @115858 i’m broke so fix my stuff bc i’m not buying whatever you tryna sell me,8
apple_1743499,Ever since I updated my phone it’s been tweaking tf out🙃 thanks @115858,1
apple_1706197,Sooo @917 you gonna fix your app??? And @115858 you gonna fix the “I️” problem??,10
apple_1015311,@115858 how to fix messages that are appearing on top of messages sent not on the bottom of them (as a conversation) so frustrating 😠,5
apple_1006691,"@AppleSupport i have serious issue with ios 11.0.3, wrong behaviour of hotspot toggle in CC/settings, also complain about wifi/bt behaviour",4
apple_517192,"Just me or is apple software getting sloppy? I've only had my new iPhone for about 2 months and this is the third time that it's been stuck in a cycle of restarting itself. Never happened to my old iPhone 5. And new, rushed updates seem half-assed @AppleSupport",7
apple_1565968,Yo @115858 get your shit together. “eye” need to type the letter “eye”,2
apple_1272395,.@AppleSupport @115858 is this genuine or spam / fraud https://t.co/7x0ZgNIhzS https://t.co/VmK7P2UZmF,2
apple_2147698,"I️ wonder if @115858 is going to fix this I️ glitch, if they think I’m buying a new phone, they are not very bright",9
apple_2445257,My favorite part about iOS 11 is how my phone disconnects from the internet every time I turn my screen off. Great job @AppleSupport 👍🏻👍🏻,4
apple_1049048,My phone almost caught on fire just now. Wtf @115858,9
apple_898809,@AppleSupport My iPhone hangs a lot....I really don't no the reason why...any suggestions,7
apple_310582,@115858 @AppleSupport Turning off Bluetooth or WiFi means it should be OFF. Apparently NOT the case with iOS 11. Get rid of this BS. 👎🏼,4
apple_1238007,All I've been getting from @115948 for 3 months. @AppleSupport https://t.co/yBCgQnnxZO,2
apple_1580471,@115858 needs to fix the bug with the “I️” because it’s annoying as hell.,10
apple_2487268,"@AppleSupport Hi there, I forgot my password to my Apple ID, and my Ipad is locked. I dont have any possibility to enter my email.",8
apple_2373287,@AppleSupport what’s taking so long to fix the —&gt; I️ &lt;—  issue ?,10
apple_626887,@AppleSupport My iPhone X will not respond and it is not cold.  It will not shutdown.  #NotHappy,7
apple_2171624,Hi @AppleSupport since the latest update my iPhone 6s is lagging way too much is it your strategy to entice us to switch to new iPhones?,1
apple_2299886,"@AppleSupport HELP want to check my order status and it’s just coming up with this:
Tried both the app and online https://t.co/a4VEePtKTm",8
apple_542307,WHYS MY PHONE RESETING EVER 45 SECONDS @AppleSupport,9
apple_2455343,"@AppleSupport Will homepod be able to be setup as a ""home hub,"" like ipad and apple tv, or will I need one of those other devices to do automation. This sounds like it is: ""And it’s a hub for controlling your smart home accessories."" But I'd like confirmation on interpretation.",8
apple_1650175,Bruh @115858 fix our mf phones &amp; get these question mark boxes outta here,5
apple_827146,@AppleSupport ever since updating to 11.0.3 my battery is draining at faster pace,11
apple_1906077,@AppleSupport iOS 11.0.3 drains my iPhone 7 battery like crazy. No changes on app side. Suggestions?,11
apple_2540091,@115858 @AppleSupport still no fix for the WiFi dropping on iOS 11.1 🤬🤬🤬🤬,4
apple_2140957,@115858 y’all can fix these type of things in 3 seconds “ I️ “ don’t wanna see this BULLSHIT,5
apple_2955475,Just cracked my @115858 watch screen just before boarding. Only under 3 weeks old. 😭😭😭,3
apple_1510540,"@AppleSupport The new Arabic font in iOS11 isn’t working with all browsers and apps , many of them are working with the old font , why ?????",4
apple_554857,@AppleSupport - have updated to iOS 11.1.2 now phone resets itself every 2/3 minutes. Has done twice trying to write this. How do I roll back to previous version?,4
apple_1533857,@AppleSupport help me. I️ have the iPhone 7+ and every time I️ type the letter I️ it shows as some weird thing. Same for the letter o.,10
apple_2049880,@115858 @AppleSupport iOS 11 sucks. Text notifications with no message to be found. And it’s clunky. I strongly dislike it,4
apple_1153883,@115858 has anyone experienced this iOs 11.0.3 bug? my apps unordered with empty spaces.swipping the screen again to get them back in order,4
apple_2014705,@115858 please fix the I️ issue,5
apple_919189,@AppleSupport are you going to sort out these issues with IOS affecting the sound on IPhones?,6
apple_2652559,so explain to me why i have a student membership and you charged me $9.99 FIX THIS IMMA SWITCH TO SPOTIFY REAL QUICK @115858 @AppleSupport @115948,6
apple_2002492,@115858 what’s up with these ? Every time I️ type the letter I️ and yes I️ updated all my apps,10
apple_1778424,My phone started overheating still @115858 if my model can't handle the fire send me the X kmt https://t.co/MxfVCJnsnH,9
apple_2109859,@AppleSupport can u please tell me how to stop the Capital A and the box with the ? Inserting itself every time I️ try to type the letter I️?,10
apple_1772147,forgot that you aren’t supposed to type I️ on the iPhone anymore. Oops. @AppleSupport help.,10
apple_2016996,iPhone you suck. I️ keep seeing ? Instead of actual words now? Stupid af @AppleSupport,7
apple_1700891,@115858 PLEASE CHECK THE “I️” key on iPhones. It’s fucked up,7
apple_2320106,"Rented a 4K movie on the 4K Apple TV and the audio was out of sync with the video by more than a second.
Thinking maybe hardware issue I tried downloading it on my iPad and it was the same. Good job @AppleSupport",6
apple_40539,@AppleSupport Hey! How do I permanently enable ‘Explicit’ content for Music? I have to manually enable it everytime. #AppleMusic,6
apple_1983410,@AppleSupport I️ need answers. https://t.co/0ZpsPtdRN9,2
apple_1542697,@AppleSupport I️ don’t know what’s goin on but I’m pissed. What tf is up,2
apple_1679988,Bruh I be cutting the WiFi off on my phone and it cuts on automatically. I️ hate ios11 @AppleSupport @115858 is getting on my nerves.,4
apple_2903749,@AppleSupport updated to 11.1.2 on my 6 Plus. Touchscreen is unresponsive most of the time and will work for a few seconds at a time periodically . It’s unusable.,4
apple_2013612,Yo what's going on with the letter I on the new update?? Plz explain @115858,5
apple_2292444,@115858 your latest update fucked my phone up. I can’t play music at all. Le 5 to losing a client,6
apple_689382,@AppleSupport there are more issues like this layout issue https://t.co/2tSvTXPhDZ,5
apple_820209,i’m so pissed off my phone is at 7% and i don’t have a phone charger that works lol,9
apple_2169769,Stupid @115858 my text message app won’t open!,9
apple_2123944,Is anyone else seeing a question mark box after the latest iOS update on their keyboard? @AppleSupport ? How do I️ fix it? It sometimes shows in people’s writings too :/ it’s not letting me type right either. @115858 https://t.co/4C0vS9cRmp,10
apple_691205,@AppleSupport this ios update keeps freezing my phone and not loading apps properly? What’s going on?!,1
apple_2319875,@115858 I️ sure hope you figure out how to fix this soon because I️ look like a fucking idiot every time I️ text.,5
apple_2485890,"@115858 @116333 5s phones acting crazy after 11.0.3 update. Phone hangs, discharges in 4-5 hrs, fonts too big...roll back please",1
apple_2957105,Got a new @115858 iPhone and can’t connect my 2012 @5997 T&amp;C via @113453. When can I expect a fix?,7
apple_2076037,full offense ios 11 is ugly and confusing  @115858,4
apple_270345,Does @AppleSupport purposely try to destroy ur iPhone w system updates so u buy a new one? Mine is abt as functional as a moto Razr now,1
apple_2734058,@115858 can you do something about this I️ please??? Who in your coding department fucked up that bad that it still hasn’t been fixed yet.,5
apple_1425150,"@115858 @AppleSupport Screenshot  frm #iPhone8 running @4305 app. Writing box is appearing in middle of screen.
IOS: 11.0.3 Please help!! https://t.co/XdKXJrmjUN",4
apple_2020605,@115858 Just want to say I️. fix this,5
apple_1185300,"still trying to work out how this is possible @AppleSupport? Stand for 15, nearly 500 CAL &amp; a massive ‘2’ minutes exercise… also 8k+ steps https://t.co/wWUvERTA60",2
apple_1166797,"IOS update 11.0.3 is seriously stressing me out now! Can’t get WiFi, phone freezing constantly @115858 pleaseeee fix #FirstWorldProblems 🍎",4
apple_2138197,Panchod... what is this shit @AppleSupport https://t.co/jU37MjvzPY,2
apple_1741623,I️ don’t know why @115888 thinks Kyuss belongs in this station but.... scratch that. Kyuss belongs in every station 🤘 https://t.co/DQjfzjFUDn,2
apple_902832,@AppleSupport My iPad2 is having battery issues. Worth it to replace the battery or to recycle?,11
apple_1773228,@AppleSupport I am getting this annoying message every now and then though the mobile is updated to the latest beta version. Sic! https://t.co/izXgx8k2PE,1
apple_1966858,Why TF does my phone spazz everytime I️ type the letter “I️” @115858 get it together,10
apple_2151173,"@AppleSupport your latest update is terrible and kills my battery u guys do this every time u release a phone and it’s criminal. Will look into Samsung, Android etc",1
apple_1579834,@115858 I️ would really like you to fix my I️ on my keyboard bc I️ am really annoyed when my I️ looks like I️,10
apple_792157,"Went back to iPhone. Thought it'd be more reliable than Android.Everything freezes/crashes,phone overheating. Get your shit together @115858",7
apple_2255384,".@115858 @AppleSupport come on guys, seriously. Sort it out I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️",2
apple_1860294,"@115858 What's the point of scheduling appointments when I still have to wait in line at the 🍎store. @AppleSupport Polaris Columbus, OH",2
apple_1808679,It’s a shame how an email was sent to @AppleSupport &amp; @20600 &amp; no one gets bk to u. Worst part the new software corrupted my phone badly😡,9
apple_1175582,"Alô @AppleSupport @115858 arrumem esse erro de bateria do IOS 11 logo, que ódio dessa atualização.",0
apple_901580,So iOS 11 sucks so bad I’m considering android. @115858 give me my battery back!,4
apple_908228,@AppleSupport can you run a diognostiv6 on my phone it won't turn on just flashes a white screen with black apple logo,7
apple_1146695,"Alright.

That’s it. 

Is it possible to downgrade from iOS11 to whatever stable version there’s from the previous ones, @115858? 

I’ll pay.",4
apple_1706756,Is anyone else having HUGE problems with their phone freezing and glitching since the update bc same 😤 @115858 @AppleSupport,1
apple_1021002,New iPhone update my @115858 broke the volume buttons when phone is locked. Good job with #iOS13,7
apple_2256426,How do i get music as default app for when headphones connect @AppleSupport https://t.co/2yr1WbIRfT,6
apple_2641017,* googles what g.t.a stands for https://t.co/gos7KZIgiB,2
apple_1337352,This has easily got to be the worst Apple update they’ve done! Only had my 7 for 8 months and keeps crashing 🙄🙄 @AppleSupport,1
apple_428679,"@AppleSupport Hey, something ain't working on that link, see screenshot: https://t.co/Kgf4GnM0NL https://t.co/rl109fYLZK",5
apple_1895684,@AppleSupport somehow my music just deleted https://t.co/WYSwt7G1LN,6
apple_2277689,"Even after iOS 11.1.1 update my iPhone wouldn't allow my headset to turn up/down the volume during calls or while playing music. Please @115858, don't make me hate my #iPhone.",4
apple_1918050,@115858 @AppleSupport ios11 is the worst OS you have ever created! #damm #buggy #slow . #waste of #money #battery #sucks,4
apple_1217580,"@115858 2 iPads, old with iOS 9 perfect WiFi .new with iOS 11 WiFi fails regular. Why is this?",4
apple_1646724,"so @115858.. do not only did the new update make my phone slower, BUT that question mark thing is fucking annoying. Get it together!",1
apple_1976013,@AppleSupport WHY DID ALL MY CONTACTS JUST GET DELETED,3
apple_1538831,CAN YOU HURRY AND FIX THIS GODDAMN “I” ISSUE??? IM SICK OF HAVING I️ POPUP WHENEVER I USE THE WORD I. @115858 @AppleSupport,10
apple_2753683,Idk if it’s @115714 or @AppleSupport BUT my phone has been trash. NO videos or photos will load on any app. 🙄🙄,9
apple_2413003,"@AppleSupport Thanks for repairing my iPhone 7 Plus and then proceeding to send me someone else iPhone 6s....I love a downgrade...
#applenews #appleinternal #messedup #fails",7
apple_1964012,@AppleSupport is this a scam? I didn’t order anything https://t.co/mLrxRfWULn,8
apple_1634593,"For the umpteenth time, just tried to update my iPhone6s to 11.1. It ""successfully"" upgraded to 10.2. How does that work @AppleSupport ?",1
apple_991156,"every time i try to check the time my phone unlocks,,,, uncool ,,,, bring back slide to unlock @115858 @AppleSupport",9
apple_401671,"@AppleSupport 

Ever since your last software update my phone constantly freezes when I open apps and switches itself off. Is it a bug?",1
apple_2499357,So this new update has me annoyed. This shit just sent me messages from 4/5 days ago. Cmon @115858 you gotta do better. #iPhone7Plus  😒,1
apple_1718217,"My new #iPhoneX appears a green line on the screen😂, and the faceID can’t recognize me when I with glasses.@115858 @AppleSupport https://t.co/Fgj5fg9v2x",7
apple_867470,@115858 please fix all ios 11 issues soon.. so many bugs... phew 😔,4
apple_550821,"@115858 , plenty of us have iPhones restarting every 2 minutes...looks like an iOS 11.1 date bug (it's now December 2 and the clock is fabulously broken). Completely unacceptable. Where the heck is your software quality control? This is malpractice level bad programming.",7
apple_1579091,@AppleSupport how can I purchase applecare for my new iPhone ?,8
apple_196115,@AppleSupport on iOS 11.02 iPhone 6 Plus restored to factory settings still have white screen &amp; lag when opening apps. Any help appreciated https://t.co/WYGzGTSRCd,4
apple_716620,@AppleSupport I woke up one morning to find that my #wifi button just won't turn on and my Bluetooth won't connect ??,3
apple_1982888,.@115858 IOS update is a piece of shit.  I don’t care for new emojis I’d rather my battery lasted a few hours &amp; I could hear people when rang,1
apple_2695072,Bought a new @115858 iPhone from @115911 last night and immediately updated the OS. I’m still getting A ? instead of I 😭 Help meeee.,1
apple_760482,"@AppleSupport grazie per aver reso il mio #iphone plus lento, con durata della batteria dimezzata rispetto all’anno passato #ios11 #apple",0
apple_934468,@115858 fix your airdrop!!!,9
apple_892833,"@AppleSupport the latest fix has STILL NOT helped!! Slow response time, iMessage lags behind in typing, and battery drain is crazy! Fix it!",11
apple_743806,@115858 these #ios11 updates are killing me! Not able to see any alerts on my screen. https://t.co/XHgNDQ9fV2,4
apple_2406597,@115858 can you fix the I️ now?? Sick of this! 😐,10
apple_2414319,@AppleSupport why do I have to put in my credit card information to update my apps?,8
apple_1085224,@46906 @AppleSupport Every time I go in the AMC app on my #AppleTV4K it makes me login to my TV provider. Isn’t it suppose to save it?,3
apple_2833094,"@AppleSupport fyi, for the second time in the past month, my phone’s alarm, while set, did not go off.",9
apple_2149168,"Hey @115858 , The late great Steve jobs would have never let this letter “I️” mystery emoji box shit happen this long! Im disappointing in you all",10
apple_2142436,@AppleSupport @115858 FIX THE I️ BUG!!,5
apple_1468470,Seriously how do i fix this thing with the capital letter “i” on my phone?? The autocorrect error. @AppleSupport???,10
apple_58808,"@AppleSupport This. Is. Not. Normal. (Been like this since 11.0. On 11.1 now.) Known issue? iPhone 7, BTW. https://t.co/U50CWLIh9d",4
apple_2700951,@AppleSupport @115858 @16011 i did latest iOS update yesterday but still my iPhone X goes un responsive on unlock screen ? It was committed issue will be solved after this update but still same?  #iphoneXlaunch #iPhoneX #ios11.1.2 #ios11 meanwhile iphone 6 is dead slow?,4
apple_1328650,I'm dying!!!! @115858 it's past my bedtime. I turned into a pumpkin &amp; I still can't buy the #iPhoneX SEND HELP!!! I need a Fairy Godmother!!,8
apple_364084,"My watch is only doing this, it won’t come on. What is this? How do I fix it? I’m tide @115858 @applesupport https://t.co/sqyy2sD72p",3
apple_2285909,the worst thing i ever did was sync my photo library with cloud storage because now all of my photos are corrupt thanks @115858,3
apple_2144735,"Ever since I updated my software, I cannot access my mail @115858 🙇🏽 my ID working but I can’t access my mail. Help https://t.co/hblpsRLjH7",3
apple_209086,@AppleSupport after downloading iOS 11 my battery does not last even through a whole day of no use. Is there something I can turn off to fix,11
apple_1618311,@115858 yoooo fix this box and A’s thing y’all got going on 😒,5
apple_2728141,@115858 WHY DOES IT DO THIS ITS SOOO DAMN ANNOYING https://t.co/LrMXCLjYg5,5
apple_447311,Anyone else’s #imac crashing twice a day since the #highSierra updates? 😡😡😡 @AppleSupport make it stop!!! https://t.co/kgdNc2ObuV,3
apple_486148,"@115858 Hi, Would like to know if I buy a macbook 2015 model from store will I get warranty covered ??",8
apple_2059869,@AppleSupport 11.0.2 Battery drain very high.I had no time so I replaced with non original one. Now Touch ID doesn’t work anymore...no good,11
apple_2412406,TELL ME WHY MY 7 IS SLOW AS FUCK AFTER THIS UPDATE @115858,1
apple_1407599,@AppleSupport Is it normal for the touch of ios 11 to be so accurate with the touch? 10 was not like that. 🤔,4
apple_1589905,What is with this messed up lettering after the iOS 11.1 update @115858,4
apple_801094,Is anyone else having this problem how tf you fix this? It won’t go away @AppleSupport  @115858 https://t.co/egk5mAv8Rp,5
apple_1342956,"@AppleSupport I can’t setup a username for Apple Communities, tried 2 devices 3 browsers. Fails after when agreeing terms with a form error.",8
apple_2123862,What’s up with this I️ issue @115858,5
apple_1986614,"My iPhone is under warranty till 20th October. There's a fault in charger, but service denied in India due to festive season. @AppleSupport https://t.co/glqe7xpDyL",7
apple_1433710,@115858 @AppleSupport y’all need to fix this problem with the &gt;&gt; “I️”,10
apple_585984,@AppleSupport I sent you a DM please respond.,2
apple_728634,"@AppleSupport @115858 @156471 
When will you fix the iOS 11 battery drain issue? 📲😡",11
apple_2133447,@AppleSupport Iv forgotten my Apple ID password &amp; keep getting messages saying il be called the next day and I never am? Helppp ☹️,8
apple_1058108,S/o to @AppleSupport for IOS11 fucking up my phone sincerely one unhappy costumer😇,4
apple_2010109,I dropped my phone again Thursday cracking my screen even more but now my battery is dieing within 5 hours .. wtf @115858,9
apple_1766693,I️  👈🏼👈🏼👈🏼 this is extremely frustrating @115858,5
apple_1621200,This iPhone I️ &amp; ?? [?] shit is giving me major anxiety. Fix this shit @AppleSupport,7
apple_1498649,Was anyone else’s phone glitching out when they typed “I️”,10
apple_668551,"@115858 @AppleSupport If you lose your iPhone and go to iCloud to try and locate it but the security says enter a passcode that's sent to your iPhone, how do you track the phone? 😱🧐",8
apple_1789025,"@AppleSupport since 11.0.3 update, my 6S+ battery drains about 1%/minute.   Looks like time to purge my last Apple product from my life.",11
apple_253456,Y the fuck my phone die so fast now I fucking hate this shit @115858 wyd,9
apple_1630197,"I️ know I’m not the only person who’s tripping out 

When you type i does it turn into this ? I️ ???",10
apple_208465,@AppleSupport I wanna buy laptop Apple how price,8
apple_2069911,Will there be an Apple branded wireless charger? @115858 @AppleSupport,8
apple_270947,Thanks @115858 👏🏻👏🏻 your stupid update decides to not ring alarms 👍🏻 now I have slept in twice 😡🖕🏻🖕🏻🖕🏻 #goodman #someboys #youhadonestevejobs,2
apple_2907946,Why is my battery messing up @AppleSupport i cant go 2 hours without having to charge it. It’s annoying,11
apple_1915587,"Shout out to @115858 for this iOS 11 bug. Updated before @51802, basically had a heart attack when I got here.
https://t.co/MG0fwTv8Mp https://t.co/xqfyciUs90",4
apple_1950992,Wow @AppleSupport latest iOS has really screwed up my 6S. Used 5% battery in about 2 minutes without doing anything? Useless.,11
apple_1527634,@117735 @115858 reaaaally bad first impression if we can't even activate our phones...pissed!,9
apple_1902914,Why do I keep losing all of my emails @AppleSupport ? New iPhone so that is not the issue,7
apple_2419760,"when i delete someone’s number, stop saying shit like “Maybe: R. Kelly”... i’d appreciate it. @AppleSupport",2
apple_1577353,You’re really starting to piss me off. @115858 https://t.co/wnoJFGOaIS,2
apple_2367739,@115858 hi. it’d be very kind if you were to stop fucking my phone up. sorry i’m not gonna spend a boat load of money that i️ DONT have on a new phone. get your shit together,9
apple_2557249,"Ever since I updated to iOS 11.1 or whatever , shit  has been laggy. Honestly @115858 you’re disappointing me if I wanted a laggy shitty phone I would’ve gotten an Android what is this mess fix it https://t.co/E7kKuD9jm8",4
apple_2776020,".@115948 @AppleSupport if I  enable iCloud Music Lib then I can’t manually manage existing playlists from Mac, this is crazy, pls fix it",6
apple_765476,@AppleSupport iphone 7+ is getting warmer then usual after ios 11.1 beta 2. While charging or without,11
apple_2010065,What a shit the last update @115858 #iphone. The battery goes so quick and the phone is so slow.,1
apple_1021700,@AppleSupport why does my live Photo and flash automatically turn on itself in the camera app? I would like a permanent disable switch.,3
apple_1395709,@AppleSupport when I do a command + down arrow I don't see my minimized windows at the bottom anymore.  How do I get that back?,3
apple_2567100,"Quelqu’un peut m’expliquer ??
Je précommande l’iPhone X le 27 octobre à 9:08, le délai de livraison indiquée est entre le 21 et 28 novembre ! Puis aujourd’hui je reçois un mail en me disant que la livraison est estimée pour le 30 novembre ! 😡 @115858 @AppleSupport #iPhoneX https://t.co/6dcv1bGVKV",0
apple_2634980,"So, my phone died yesterday (which happens a lot b/c my battery is awful). And when it restarted, it had deleted every single text message &amp; picture I have ever received.  @AppleSupport - is this reversible?",9
apple_554752,Suddenly can’t keep apps open for even a minute – they close on their own! Anyone else having the same problem? It’s driving me crazy 😑 @AppleSupport,3
apple_2295236,"My mom was like, why you look so nice, and I️ was like, WELLLLLLLLLL MERY SAID I️ have to look nice because her little girlfriends are gonna be there 🤷🏽‍♀️ it’s not that I️ compete but I️ like to look nice too, ya know?",2
apple_352840,"@AppleSupport after updating my MacBook to High Sierra it continuously runs fan, drains battery and CPU usage is always 100%+. Please help.",3
apple_1896215,My phone turned off last night for some reason and I couldn’t turn it back on. I had to look what to do...smh @AppleSupport,9
apple_1631289,iOS 11 keeps freezing. Get your shit together @115858 @AppleSupport,4
apple_2736393,@AppleSupport Un asco la nueva actualización 11.1.2 al escribir se queda pegado en todas las app,0
apple_1910229,my phone has gotten significantly worst since iOS 11.. this is TERRIBLE smh.. do better @115858,4
apple_2712571,I️ fucken love cars man wtf. Literally one of the top reasons why I️ thrive to be successful so I️ can satisfy the addiction.,2
apple_2079371,@AppleSupport can you please make an iOS update that doesnt freeze my phone every 4 seconds? Thanks.,1
apple_2070244,Love that my iPhone now dies in 1 hour after the new @115858 update...🙄,1
apple_823612,"Thanks @115858 #Siri. Asked for Evesham, NJ and all I got was grid pattern. #SiriFail https://t.co/fbiR86SPZl",2
apple_2027564,Yo @115858 y’all getting me super tight turning my WiFi on without telling me. Unupdate me or some shit.,3
apple_374554,@AppleSupport I don’t want to pay for storage anymore how do I stop it,8
apple_847106,@AppleSupport Fix fucking iOS 11... Your new shit gave my phone ebola. Nothing works anymore #ios11update  #applegetyourshitstraight,4
apple_2429208,Whenever I open up my messages my phone freezes fix your shit I’m begging @115858,9
apple_1340783,Ermm.. I wake up to pre order my iPhone X @115858 @AppleSupport why is it sold out so quick????????,8
apple_1589352,A[?] - please fix it @115858,5
apple_1386673,Is there anyway you can screen mirror from Apple iPhone 7 to Samsung smart tv???? @115858 @AppleSupport,7
apple_1338068,Did I get a phone or not?? And why did I not get an email to complete it yet?? Help... @115858 https://t.co/j0h3op82yV,8
apple_2308701,.@115858 please stop the madness. So many of us are being plagued by your buggy auto-correct for “I️” #makeitstop #fixit https://t.co/emoAi4HvUw,10
apple_2983781,@115858 @AppleSupport NOPE ON MOST RECENT BETA. BATTERY JUST COMPLETELY DRAINED IN 30 minutes of doing nothing but listening to a podcast.,11
apple_1638711,YES! I have been so confused since the update. Why is this happening???? @115858 https://t.co/6izltC0WMo,3
apple_61338,@115858 your location services don't work in Las Vegas.. that's a fat L,2
apple_2026077,"Dear @AppleSupport - on my iPhone ""is"" keeps autocorrecting to I.S - I've factory reset the phone but issue persists - help?",10
apple_522103,"macbook keeps turning off every 15 minutes since i installed the high sierra security update; anyone else seen this? already tried resetting the SMC, no dice...help @AppleSupport",3
apple_1790745,@115858 @16166 ever since I downloaded Apple updates my phone it has been running like crap.  Was an @122609 guy forever and made the switch a year ago.  Hope I don't end up regretting it.,1
apple_2398074,Yo @115858 can you make better chargers my shit just broke on me,2
apple_2057056,Could the new @115858 update help to put a stop to the use of a phone whilst driving? via - @147181 https://t.co/zhBXYzhcna https://t.co/pOoit0Bq7q,1
apple_2295661,@AppleSupport @116333 multiple friends faced the Apple logo boot loop on iOS 11.1. What is going on??,4
apple_1850113,Hey @115858 why is there only one #MacStore in Atlanta. It’s over 4million people in this city. #sucks,2
apple_2237153,What is going on with the iPhone? It suddenly makes us type this I️ and it is so annoying...@AppleSupport,7
apple_2141610,@AppleSupport when is the glitch w/ the first letter of iguana getting fixed?? Talking in the third person is getting really old,5
apple_2045250,@115858 @AppleSupport I hate the update!!! My battery is dead within hours! Send help fast!....please.,1
apple_1630144,Wtf is going on with my I’s “I️” me traí asta la verga @115858,10
apple_2349407,@AppleSupport know why the dates in Activity app month view move to the bottom of the week in the calendar view? They moved when I️ was moving around the interface and now I️ can’t get them to move back to top of week. https://t.co/tfWzObpyTz,3
apple_1573627,I bought an IPhone 7+ two days ago in an official store. But..... it doesn't work. Disappointed !!!@115858 @AppleSupport @@16166,7
apple_1680896,"Hey @AppleSupport why is it when I try and type I, I get the stupid A with a boxed❓#thissucks",10
apple_1088781,@115858 is about to catch these hands! This update is getting on my nerves😤,2
apple_1958001,@AppleSupport my series 2 Apple watch isn’t recording my stand activity?,3
apple_1638967,Okay @AppleSupport - The contacts in my iPad are correct. The contacts in my iPhone are a mess. How do I fix this?,7
apple_2944509,@AppleSupport ever since the new update my IMac goes horrendously slow. Practically unworkable. Sort it out asap!!!!,3
apple_795842,@AppleSupport is there any way I can get a refund from Music I bought a while ago?,6
apple_1146078,@115858 Missed a call from a hospital that my child had been in a terrible car accident.  Wasn't notified until hours later. https://t.co/CNCmNcqBoO,2
apple_2624914,"Podcast playing, not showing up on home screen/control center. Can’t control volume when screens locked on an SE @AppleSupport. V annoying. https://t.co/Y4y56z1RIP",6
apple_322064,@AppleSupport can you help me setup a appointment for fix my 6s battery issue,11
apple_1821947,"2,5 hours of usage and 50% battery drain on ios 11.0.3, dear @AppleSupport please also investigate common apps battery hog (iphone 6s)",11
apple_1650161,Anyone know about what I’m guessing is a code issue on iPhones? What about a fix? @AppleSupport,7
